"long","lat","bus"
127.1473215,37.49305391,562.147222222222
126.9071678,37.52061272,900.139848484848
127.049018,37.56685653,138.633333333333
127.0784924,37.6166207,963.894444444444
127.0228892,37.51505814,555.204761904762
127.078122,37.53645166,621.033333333333
126.9950125,37.59460271,442.966666666667
126.9227432,37.56007725,23.2
127.0179445,37.63068406,551.8
127.0311677,37.49156376,1109.90161812298
126.9440192,37.58913871,3701.94614379085
126.9358927,37.5809474,2313.03433140933
127.0068163,37.50642716,1146.88923169994
126.9781681,37.55940762,1806.81904178143
127.0639866,37.50950708,1200.36978374404
127.0219766,37.57627678,1239.06357302118
127.0215459,37.60225923,1584.96943079443
126.9761923,37.47459281,667.12441314554
126.9608503,37.53335148,913.833333333333
127.0546499,37.49735857,1212.78871794872
126.9093388,37.54942104,149.7
127.0710369,37.54845221,480.036868686869
127.0287256,37.60839154,691.338028689737
126.9905417,37.53405053,1260.44166666667
127.0765708,37.59797212,214.766666666667
127.1275144,37.54017885,868.633333333333
127.0676375,37.54062232,203.823076923077
127.0287256,37.60839154,691.338028689737
126.80076,37.56595623,61.2833333333333
127.0129864,37.56693922,373.276817288802
127.0068163,37.50642716,1146.88923169994
127.0705577,37.65890721,366.188888888889
126.991728,37.57113864,1520.06444444444
127.0810256,37.57091244,476.561137692717
127.0814911,37.55420161,1009.89583333333
126.9406165,37.64543168,0
126.8889462,37.48988831,685.711111111111
126.9650312,37.60492176,710.665952380952
126.9732292,37.56217602,575.362547142443
127.1258588,37.50944955,794.825
126.9807585,37.56034908,1176.58156565657
126.8861036,37.48788825,549.645555555556
127.0400559,37.51365811,0
126.9621713,37.50660199,2490.12857142857
127.040164,37.5184616,612.819576719577
126.9124409,37.4862054,1200.46666666667
127.0177294,37.62551033,1662.42333333333
127.0562222,37.449678,248.225
126.8409679,37.56585326,495.050833333333
127.0254701,37.49925696,2596.04914049746
126.9844956,37.56103904,697.880681345457
126.9280293,37.52290334,632.544975047324
127.1072055,37.54943405,357.266666666667
127.081274,37.67221834,122.038888888889
127.0084079,37.53487768,1299.00555555556
127.0276141,37.52142252,388.48
126.8377886,37.54462972,75.7777777777778
126.8836597,37.4712679,374.166666666667
127.0275886,37.49461596,2332.75215075614
126.9655743,37.56077566,1351.48003580075
127.1098834,37.55074277,466.633333333333
127.0379531,37.58048979,995.758095238095
126.8602265,37.53212581,1041.2
127.0177891,37.48472239,707.071666666667
126.886466,37.47871,1760.77085283831
127.0211021,37.57908078,414.294781931464
127.0646901,37.51024251,566.140617077376
127.0145968,37.64482941,224.863333333333
126.9591593,37.55651142,1470.12256344636
127.0532526,37.49695993,1512.31427350427
127.0209667,37.60584056,729.45
126.853607,37.53512526,548.612679738562
126.9058625,37.47982831,706.733567765568
127.0512362,37.52582256,550.52
127.0073106,37.57069404,1425.91723117169
127.0297455,37.6127069,4287.91393162393
126.945221,37.55933412,240.144957983193
127.0977895,37.5400546,161.4
126.9899273,37.57706111,591.157201225741
126.9422877,37.48172785,1666.05673199973
127.0459536,37.48487209,1425.44994723353
127.0358248,37.49963027,1769.92837158193
126.9096837,37.55682175,1914.20555555556
126.9362365,37.50340683,1349.70926386598
126.977636,37.50388052,129.936802973978
126.9596544,37.47768314,435.604083235179
127.0391332,37.48679914,542.431970260223
126.9243906,37.57695968,1136.68444444444
127.0133884,37.65565872,503.702380952381
127.0342138,37.50089661,1769.92837158193
127.1301969,37.54791167,0
126.865621,37.5554335,708.4
126.8968686,37.46865276,1605.28058881256
127.0302594,37.63592182,479.818888888889
127.043848,37.58254701,290.907738095238
127.0326059,37.48614217,1043.44476190476
127.1260886,37.54115045,1637.21416666667
127.062892,37.58704277,0
126.931751,37.63702624,0
127.0905495,37.58924141,565.986666666667
126.9933183,37.5715757,1403.70055187638
126.8359982,37.54915329,1934.83178319453
126.9583902,37.55809948,2774.44756344636
126.963088,37.50411413,279.772222222222
127.0849426,37.67532839,0
127.1457076,37.49872796,572.593167701863
127.0147351,37.4959962,1902.38111111111
126.9621501,37.53345301,829.337076023392
127.0434795,37.58038152,1597.30069508449
127.0671291,37.56053151,1180.44407008086
126.8697202,37.50505971,0
126.9920615,37.57159201,1520.06444444444
127.0362927,37.51161811,490.922222222222
126.80076,37.56595623,61.2833333333333
126.852498,37.52775302,26.7666666666667
127.0673899,37.54869378,1185.28166278166
127.0289704,37.49881724,3947.06922596754
127.0822582,37.46202039,24.5068027210884
126.9291396,37.54732266,330.216666666667
126.9181851,37.47286854,657.451824729552
126.8890376,37.4776079,2048.14111111111
127.1398539,37.53675525,784.215476190476
127.0775637,37.64777135,1015.96944444444
126.9573858,37.53920476,1592.48888888889
127.127277,37.5382218,2912.69411764706
127.0684703,37.66360315,1067.63833333333
126.8756008,37.54882526,1951.51337164751
127.0738956,37.5451588,682.724803800083
126.9406088,37.51333962,1619.8552592419
126.9809849,37.56533379,1289.75003808073
127.104891,37.54613669,1004.14444444444
127.0956807,37.53571341,4557.16111111111
127.1819193,37.5496149,0
127.0856952,37.51021775,1018.32597934473
127.0289323,37.52708296,1113.75333333333
126.9528904,37.54348098,2843.52247133641
127.0981244,37.51130447,492.202224469161
126.9326726,37.55033709,1107.58559202987
126.8937742,37.47611155,2021.35
126.9855715,37.56266116,354.73901467879
127.0298722,37.49904991,1046.46367041199
126.9076472,37.51566141,1216.40864197531
127.0323273,37.49196071,1071.10666666667
127.0238869,37.50272196,2397.95630493577
127.0109791,37.58348359,634.266666666667
127.0177891,37.48472239,707.071666666667
126.9245024,37.55580434,616.790059347181
127.0384874,37.5018956,1567.45555555556
126.917316,37.50489285,321.516666666667
126.9081454,37.45114194,1679.30963534218
126.8797344,37.50853402,368.8
127.0097221,37.60827866,476.247916666667
126.9557242,37.53989289,1249.82777777778
127.0656788,37.63491915,1196.92675650247
126.9057167,37.52623981,753.515151515152
126.8401362,37.49168079,185.38725045372
127.0587119,37.63034056,479.518333333333
127.0276441,37.51911607,336.740740740741
127.0248739,37.51727311,166.333333333333
126.8590908,37.49451444,1989.17688275567
126.8884846,37.50805804,595.453150207107
126.8955089,37.58243256,344.20394265233
126.9374877,37.48454111,873.93241211136
126.9047112,37.50447929,665.811111111111
126.987969,37.46900861,0
126.8592398,37.492894,2056.27688275567
126.9965961,37.53481395,1030.79682539683
126.9789454,37.55967565,923.728386272362
127.048011,37.52499467,836.753333333333
127.0247464,37.55225981,1525.80833333333
127.1225253,37.53525816,406.37037037037
127.0223137,37.50801615,1001.28156028369
126.889592,37.49132705,272.6125
127.0309155,37.51982776,856.144444444445
127.1385713,37.54399039,307.188888888889
127.0252125,37.64151169,424.340740740741
126.9050593,37.46280904,1409.51078431373
126.9039142,37.51721267,1359.57564102564
127.105987,37.54628015,890.211111111111
126.9934095,37.56816153,151.833333333333
126.981623,37.56419498,1540.74918672902
127.0506175,37.50411119,693.002536231884
127.0403458,37.48924186,0
126.845208,37.50011917,484.19298245614
126.9988191,37.58263321,1278.59795694685
127.0368634,37.5235437,0
127.0594504,37.50683997,0
126.8422601,37.56646963,518.5175
127.0038226,37.5903434,2970.35972222222
127.0706477,37.57978761,842.090578928443
127.0675916,37.59607241,508.466666666667
127.0399631,37.50059206,398.3
127.0127324,37.64443538,329.15
127.1042839,37.51363101,1809.81613984674
127.0684503,37.53987185,887.64641025641
127.004635,37.56164305,338.076339358411
126.9777238,37.54801459,1320.76
126.8404826,37.55991971,2545.5280952381
127.0142948,37.65139541,366.004761904762
127.0619043,37.65486515,4463.4925543056
126.9170064,37.60996909,1410.00314814815
127.1557577,37.5522871,771.994444444444
127.07938,37.56664668,848.905158398365
126.965104,37.47276619,647.9
127.0068163,37.50642716,1146.88923169994
127.0345269,37.51171182,1025.27722222222
127.0933882,37.53534442,4563.02777777778
126.9168082,37.5462821,259.983333333333
127.0733114,37.64344008,934.008333333333
127.0200541,37.51041225,1181.94481481481
127.0411808,37.49645709,377.606666666667
127.0430157,37.58211678,290.907738095238
127.0835374,37.54329676,815.74375
127.0287227,37.60774277,721.429695356403
126.9853333,37.58272529,624.155555555556
126.9421748,37.47610427,420.683333333333
127.0561986,37.62930231,1747.25484126984
127.0023932,37.50393001,2334.67222222222
127.0119792,37.48370982,1083.88104903786
126.9015607,37.44079089,449.616013071895
126.9053287,37.45518864,686.981535388128
127.0568405,37.65022049,66.0666666666667
126.9866154,37.5816911,527.666666666667
126.966533,37.55118796,186.390476190476
126.925593,37.61931918,479.873333333333
127.0433422,37.52737176,478.344444444444
127.1018421,37.48801336,2897.52860612547
126.9078686,37.52452973,1201.14848484848
126.9282461,37.46976149,0
127.1070543,37.60381119,603.38373015873
126.9127082,37.5885661,318.325
126.9197099,37.51222225,310.829378531073
126.9740235,37.57276115,442.830952380952
127.0504838,37.50305588,958.269202898551
127.1346794,37.492971,859.061111111111
127.0457458,37.68035186,387.486111111111
127.0017664,37.56709718,803.805405655269
127.034629,37.66598908,819.973333333333
126.8829102,37.47605439,1034.3594017094
127.0069089,37.58900883,6802.04920634921
126.9789352,37.56042343,1563.89681955921
127.01317,37.48773848,722.791198501873
126.9076472,37.51566141,1216.40864197531
127.0341141,37.65586628,0
126.849933,37.52901655,731.537435897436
127.0123471,37.48066733,765.366666666667
126.853336,37.52252613,1291.40560846561
127.0134831,37.48112734,612.766666666667
127.0783445,37.60565386,616.950119904077
127.032532,37.52868033,429.058333333333
126.9623277,37.53288691,719.763742690059
127.0266581,37.50096074,1124.79658119658
126.9523605,37.53282594,1151.01111111111
126.9076472,37.51566141,1216.40864197531
127.0791092,37.66668714,372.816666666667
